"ensembl_transcript_id","mgi_symbol","transcript_biotype","description"
"ENSMUST00000192111","Gm37569","TEC","predicted gene, 37569 [Source:MGI Symbol;Acc:MGI:5610797]"
"ENSMUST00000077946","Dock10","protein_coding","dedicator of cytokinesis 10 [Source:MGI Symbol;Acc:MGI:2146320]"
"ENSMUST00000190983","Dock10","protein_coding","dedicator of cytokinesis 10 [Source:MGI Symbol;Acc:MGI:2146320]"
"ENSMUST00000186835","Dock10","retained_intron","dedicator of cytokinesis 10 [Source:MGI Symbol;Acc:MGI:2146320]"
"ENSMUST00000187885","Dock10","retained_intron","dedicator of cytokinesis 10 [Source:MGI Symbol;Acc:MGI:2146320]"
"ENSMUST00000216887","Or5d43","protein_coding","olfactory receptor family 5 subfamily D member 43 [Source:MGI Symbol;Acc:MGI:3031007]"
"ENSMUST00000042217","Rspo4","protein_coding","R-spondin 4 [Source:MGI Symbol;Acc:MGI:1924467]"
"ENSMUST00000028767","Rtf1","protein_coding","RTF1, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1309480]"
"ENSMUST00000152229","Rspo4os","lncRNA","R-spondin 4, opposite strand [Source:MGI Symbol;Acc:MGI:3709348]"
"ENSMUST00000217346","Or4p7","protein_coding_CDS_not_defined","olfactory receptor family 4 subfamily P member 7 [Source:MGI Symbol;Acc:MGI:3031012]"
"ENSMUST00000028758","Itpka","protein_coding","inositol 1,4,5-trisphosphate 3-kinase A [Source:MGI Symbol;Acc:MGI:1333822]"
"ENSMUST00000015017","Surf2","protein_coding","surfeit gene 2 [Source:MGI Symbol;Acc:MGI:98444]"
"ENSMUST00000028955","Angpt4","protein_coding","angiopoietin 4 [Source:MGI Symbol;Acc:MGI:1336887]"
"ENSMUST00000142642","Gm14154","lncRNA","predicted gene 14154 [Source:MGI Symbol;Acc:MGI:3649354]"
"ENSMUST00000015011","Surf4","protein_coding","surfeit gene 4 [Source:MGI Symbol;Acc:MGI:98445]"
"ENSMUST00000059607","Teddm2","protein_coding","transmembrane epididymal family member 2 [Source:MGI Symbol;Acc:MGI:1923273]"
"ENSMUST00000190620","Teddm2","retained_intron","transmembrane epididymal family member 2 [Source:MGI Symbol;Acc:MGI:1923273]"
"ENSMUST00000189542","Nabp1","nonsense_mediated_decay","nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]"
"ENSMUST00000190103","Nabp1","nonsense_mediated_decay","nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]"
"ENSMUST00000027279","Nabp1","protein_coding","nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]"
"ENSMUST00000186684","Nabp1","protein_coding","nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]"
"ENSMUST00000213115","Or4c31","protein_coding","olfactory receptor family 4 subfamily C member 31 [Source:MGI Symbol;Acc:MGI:3031017]"
"ENSMUST00000109864","Fam110a","protein_coding","family with sequence similarity 110, member A [Source:MGI Symbol;Acc:MGI:1921097]"
"ENSMUST00000091505","Fam171a1","protein_coding","family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]"
"ENSMUST00000072955","Fam171a1","protein_coding","family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]"
"ENSMUST00000115099","Fam171a1","protein_coding","family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]"
"ENSMUST00000055406","Stkld1","protein_coding","serine/threonine kinase-like domain containing 1 [Source:MGI Symbol;Acc:MGI:2685557]"
"ENSMUST00000190169","Gm17767","lncRNA","predicted gene, 17767 [Source:MGI Symbol;Acc:MGI:5009931]"
"ENSMUST00000086199","Glul","protein_coding","glutamate-ammonia ligase (glutamine synthetase) [Source:MGI Symbol;Acc:MGI:95739]"
"ENSMUST00000064061","Scrt2","protein_coding","scratch family zinc finger 2 [Source:MGI Symbol;Acc:MGI:2139287]"
"ENSMUST00000041500","Srxn1","protein_coding","sulfiredoxin 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104971]"
"ENSMUST00000117430","Rps15a-ps7","processed_pseudogene","ribosomal protein S15A, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3650538]"
"ENSMUST00000027056","Prex2","protein_coding","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]"
"ENSMUST00000190935","Prex2","retained_intron","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]"
"ENSMUST00000189822","Prex2","retained_intron","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]"
"ENSMUST00000189385","Prex2","nonsense_mediated_decay","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]"
"ENSMUST00000064244","Rexo4","protein_coding","REX4, 3'-5' exonuclease [Source:MGI Symbol;Acc:MGI:2684957]"
"ENSMUST00000123126","Rexo4","protein_coding_CDS_not_defined","REX4, 3'-5' exonuclease [Source:MGI Symbol;Acc:MGI:2684957]"
"ENSMUST00000114020","Rexo4","protein_coding","REX4, 3'-5' exonuclease [Source:MGI Symbol;Acc:MGI:2684957]"
"ENSMUST00000081932","Nmt2","protein_coding","N-myristoyltransferase 2 [Source:MGI Symbol;Acc:MGI:1202298]"
"ENSMUST00000155761","Nmt2","protein_coding_CDS_not_defined","N-myristoyltransferase 2 [Source:MGI Symbol;Acc:MGI:1202298]"
"ENSMUST00000215179","Or4p23","protein_coding","olfactory receptor family 4 subfamily P member 23 [Source:MGI Symbol;Acc:MGI:3031032]"
"ENSMUST00000062672","Rpp38","protein_coding","ribonuclease P/MRP 38 subunit [Source:MGI Symbol;Acc:MGI:2443607]"
"ENSMUST00000087050","Col4a4","protein_coding","collagen, type IV, alpha 4 [Source:MGI Symbol;Acc:MGI:104687]"
"ENSMUST00000014996","Adamts13","protein_coding","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13 [Source:MGI Symbol;Acc:MGI:2685556]"
"ENSMUST00000099224","Csnk2a1","protein_coding","casein kinase 2, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88543]"
"ENSMUST00000136063","Csnk2a1","retained_intron","casein kinase 2, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88543]"
"ENSMUST00000187541","Cacna1e","protein_coding","calcium channel, voltage-dependent, R type, alpha 1E subunit [Source:MGI Symbol;Acc:MGI:106217]"
"ENSMUST00000168169","Or4c108","protein_coding","olfactory receptor family 4 subfamily C member 108 [Source:MGI Symbol;Acc:MGI:3031047]"
"ENSMUST00000115082","Meig1","protein_coding","meiosis expressed gene 1 [Source:MGI Symbol;Acc:MGI:1202878]"
"ENSMUST00000115084","Meig1","protein_coding","meiosis expressed gene 1 [Source:MGI Symbol;Acc:MGI:1202878]"
"ENSMUST00000115081","Meig1","protein_coding","meiosis expressed gene 1 [Source:MGI Symbol;Acc:MGI:1202878]"
"ENSMUST00000115083","Meig1","protein_coding","meiosis expressed gene 1 [Source:MGI Symbol;Acc:MGI:1202878]"
"ENSMUST00000181720","C430014B12Rik","lncRNA","RIKEN cDNA C430014B12 gene [Source:MGI Symbol;Acc:MGI:2444820]"
"ENSMUST00000187869","C430014B12Rik","retained_intron","RIKEN cDNA C430014B12 gene [Source:MGI Symbol;Acc:MGI:2444820]"
"ENSMUST00000028963","Tbc1d20","protein_coding","TBC1 domain family, member 20 [Source:MGI Symbol;Acc:MGI:1914481]"
"ENSMUST00000140482","Tbc1d20","retained_intron","TBC1 domain family, member 20 [Source:MGI Symbol;Acc:MGI:1914481]"
"ENSMUST00000181160","Gm9530","lncRNA","predicted gene 9530 [Source:MGI Symbol;Acc:MGI:3779939]"
"ENSMUST00000055322","Ier5","protein_coding","immediate early response 5 [Source:MGI Symbol;Acc:MGI:1337072]"
"ENSMUST00000194612","Mr1","nonsense_mediated_decay","major histocompatibility complex, class I-related [Source:MGI Symbol;Acc:MGI:1195463]"
"ENSMUST00000191773","Mr1","retained_intron","major histocompatibility complex, class I-related [Source:MGI Symbol;Acc:MGI:1195463]"
"ENSMUST00000171690","A830018L16Rik","protein_coding","RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149]"
"ENSMUST00000216000","Or4c111","protein_coding","olfactory receptor family 4 subfamily C member 111 [Source:MGI Symbol;Acc:MGI:3031050]"
"ENSMUST00000102732","Fap","protein_coding","fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608]"
"ENSMUST00000027743","Stx6","protein_coding","syntaxin 6 [Source:MGI Symbol;Acc:MGI:1926235]"
"ENSMUST00000195302","Stx6","protein_coding","syntaxin 6 [Source:MGI Symbol;Acc:MGI:1926235]"
"ENSMUST00000192091","Stx6","retained_intron","syntaxin 6 [Source:MGI Symbol;Acc:MGI:1926235]"
"ENSMUST00000192311","Stx6","retained_intron","syntaxin 6 [Source:MGI Symbol;Acc:MGI:1926235]"
"ENSMUST00000192690","Stx6","protein_coding","syntaxin 6 [Source:MGI Symbol;Acc:MGI:1926235]"
"ENSMUST00000114005","Cacfd1","protein_coding","calcium channel flower domain containing 1 [Source:MGI Symbol;Acc:MGI:1924317]"
"ENSMUST00000114004","Cacfd1","protein_coding","calcium channel flower domain containing 1 [Source:MGI Symbol;Acc:MGI:1924317]"
"ENSMUST00000114006","Cacfd1","protein_coding","calcium channel flower domain containing 1 [Source:MGI Symbol;Acc:MGI:1924317]"
"ENSMUST00000114007","Cacfd1","protein_coding","calcium channel flower domain containing 1 [Source:MGI Symbol;Acc:MGI:1924317]"
"ENSMUST00000145290","Cacfd1","retained_intron","calcium channel flower domain containing 1 [Source:MGI Symbol;Acc:MGI:1924317]"
"ENSMUST00000195360","Gm38069","TEC","predicted gene, 38069 [Source:MGI Symbol;Acc:MGI:5611297]"
"ENSMUST00000185937","BC034090","retained_intron","cDNA sequence BC034090 [Source:MGI Symbol;Acc:MGI:2672904]"
"ENSMUST00000035914","BC034090","protein_coding","cDNA sequence BC034090 [Source:MGI Symbol;Acc:MGI:2672904]"
"ENSMUST00000213609","Or4c113","protein_coding","olfactory receptor family 4 subfamily C member 113 [Source:MGI Symbol;Acc:MGI:3031052]"
"ENSMUST00000161572","Mff","protein_coding_CDS_not_defined","mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]"
"ENSMUST00000073025","Mff","protein_coding","mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]"
"ENSMUST00000161648","Mff","protein_coding","mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]"
"ENSMUST00000160972","Mff","protein_coding","mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]"
"ENSMUST00000027741","Xpr1","protein_coding","xenotropic and polytropic retrovirus receptor 1 [Source:MGI Symbol;Acc:MGI:97932]"
"ENSMUST00000139925","Xpr1","retained_intron","xenotropic and polytropic retrovirus receptor 1 [Source:MGI Symbol;Acc:MGI:97932]"
"ENSMUST00000192359","Xpr1","retained_intron","xenotropic and polytropic retrovirus receptor 1 [Source:MGI Symbol;Acc:MGI:97932]"
"ENSMUST00000129271","Xpr1","retained_intron","xenotropic and polytropic retrovirus receptor 1 [Source:MGI Symbol;Acc:MGI:97932]"
"ENSMUST00000028964","Rbck1","protein_coding","RanBP-type and C3HC4-type zinc finger containing 1 [Source:MGI Symbol;Acc:MGI:1344372]"
"ENSMUST00000130165","Rbck1","retained_intron","RanBP-type and C3HC4-type zinc finger containing 1 [Source:MGI Symbol;Acc:MGI:1344372]"
"ENSMUST00000128645","Rbck1","retained_intron","RanBP-type and C3HC4-type zinc finger containing 1 [Source:MGI Symbol;Acc:MGI:1344372]"
"ENSMUST00000046390","Myo1b","protein_coding","myosin IB [Source:MGI Symbol;Acc:MGI:107752]"
"ENSMUST00000114537","Myo1b","protein_coding","myosin IB [Source:MGI Symbol;Acc:MGI:107752]"
"ENSMUST00000018561","Myo1b","protein_coding","myosin IB [Source:MGI Symbol;Acc:MGI:107752]"
"ENSMUST00000145367","Myo1b","retained_intron","myosin IB [Source:MGI Symbol;Acc:MGI:107752]"
"ENSMUST00000213404","Or4c116","protein_coding","olfactory receptor family 4 subfamily C member 116 [Source:MGI Symbol;Acc:MGI:3031055]"
"ENSMUST00000040312","Trib3","protein_coding","tribbles pseudokinase 3 [Source:MGI Symbol;Acc:MGI:1345675]"
"ENSMUST00000079278","Nrsn2","protein_coding","neurensin 2 [Source:MGI Symbol;Acc:MGI:2684969]"
"ENSMUST00000102890","Slc2a6","protein_coding","solute carrier family 2 (facilitated glucose transporter), member 6 [Source:MGI Symbol;Acc:MGI:2443286]"
"ENSMUST00000182625","Sox12","protein_coding","SRY (sex determining region Y)-box 12 [Source:MGI Symbol;Acc:MGI:98360]"
"ENSMUST00000063332","Sox12","protein_coding","SRY (sex determining region Y)-box 12 [Source:MGI Symbol;Acc:MGI:98360]"
"ENSMUST00000099207","Zcchc3","protein_coding","zinc finger, CCHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1915167]"
"ENSMUST00000163967","Mymk","protein_coding","myomaker, myoblast fusion factor [Source:MGI Symbol;Acc:MGI:1913389]"
"ENSMUST00000153713","6820408C15Rik","nonsense_mediated_decay","RIKEN cDNA 6820408C15 gene [Source:MGI Symbol;Acc:MGI:3045333]"
"ENSMUST00000039961","6820408C15Rik","protein_coding","RIKEN cDNA 6820408C15 gene [Source:MGI Symbol;Acc:MGI:3045333]"
"ENSMUST00000028259","Ifih1","protein_coding","interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836]"
"ENSMUST00000112459","Ifih1","protein_coding","interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836]"
"ENSMUST00000139633","Adamtsl2","retained_intron","ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044]"
"ENSMUST00000151224","Fam163b","protein_coding","family with sequence similarity 163, member B [Source:MGI Symbol;Acc:MGI:1926106]"
"ENSMUST00000028257","Gca","protein_coding","grancalcin [Source:MGI Symbol;Acc:MGI:1918521]"
"ENSMUST00000150024","Dbhos","lncRNA","dopamine beta hydroxylase, opposite strand [Source:MGI Symbol;Acc:MGI:3652314]"
"ENSMUST00000111117","Cdc42bpa","protein_coding","CDC42 binding protein kinase alpha [Source:MGI Symbol;Acc:MGI:2441841]"
"ENSMUST00000143176","Cdc42bpa","protein_coding","CDC42 binding protein kinase alpha [Source:MGI Symbol;Acc:MGI:2441841]"
"ENSMUST00000061852","Dclre1c","protein_coding","DNA cross-link repair 1C [Source:MGI Symbol;Acc:MGI:2441769]"
"ENSMUST00000102988","Dclre1c","protein_coding","DNA cross-link repair 1C [Source:MGI Symbol;Acc:MGI:2441769]"
"ENSMUST00000131433","Dclre1c","retained_intron","DNA cross-link repair 1C [Source:MGI Symbol;Acc:MGI:2441769]"
"ENSMUST00000152468","Dclre1c","protein_coding_CDS_not_defined","DNA cross-link repair 1C [Source:MGI Symbol;Acc:MGI:2441769]"
"ENSMUST00000100463","Dclre1c","protein_coding","DNA cross-link repair 1C [Source:MGI Symbol;Acc:MGI:2441769]"
"ENSMUST00000217226","Or4a39","protein_coding","olfactory receptor family 4subfamily A member 39 [Source:MGI Symbol;Acc:MGI:3031072]"
"ENSMUST00000075052","Kcnh7","protein_coding","potassium voltage-gated channel, subfamily H (eag-related), member 7 [Source:MGI Symbol;Acc:MGI:2159566]"
"ENSMUST00000131615","Fign","protein_coding","fidgetin [Source:MGI Symbol;Acc:MGI:1890647]"
"ENSMUST00000102728","Fign","nonsense_mediated_decay","fidgetin [Source:MGI Symbol;Acc:MGI:1890647]"
"ENSMUST00000121365","Gm13577","processed_pseudogene","predicted gene 13577 [Source:MGI Symbol;Acc:MGI:3649301]"
"ENSMUST00000027956","Suv39h2","protein_coding","suppressor of variegation 3-9 2 [Source:MGI Symbol;Acc:MGI:1890396]"
"ENSMUST00000111532","Or4a74","protein_coding","olfactory receptor family 4 subfamily A member 74 [Source:MGI Symbol;Acc:MGI:3031081]"
"ENSMUST00000091224","Sardh","protein_coding_CDS_not_defined","sarcosine dehydrogenase [Source:MGI Symbol;Acc:MGI:2183102]"
"ENSMUST00000142136","Sardh","retained_intron","sarcosine dehydrogenase [Source:MGI Symbol;Acc:MGI:2183102]"
"ENSMUST00000156434","Sardh","protein_coding_CDS_not_defined","sarcosine dehydrogenase [Source:MGI Symbol;Acc:MGI:2183102]"
"ENSMUST00000027961","Hspa14","protein_coding","heat shock protein 14 [Source:MGI Symbol;Acc:MGI:1354164]"
"ENSMUST00000135157","Hspa14","retained_intron","heat shock protein 14 [Source:MGI Symbol;Acc:MGI:1354164]"
"ENSMUST00000213484","Or4a80","protein_coding","olfactory receptor family 4 subfamily A member 80 [Source:MGI Symbol;Acc:MGI:3031393]"
"ENSMUST00000150643","Grb14","protein_coding","growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]"
"ENSMUST00000156765","Grb14","protein_coding","growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]"
"ENSMUST00000124331","Gm45902","protein_coding","predicted gene 45902 [Source:MGI Symbol;Acc:MGI:5805017]"
"ENSMUST00000216587","Or4a81","protein_coding","olfactory receptor family 4 subfamily A member 81 [Source:MGI Symbol;Acc:MGI:3031088]"
"ENSMUST00000036350","Cdnf","protein_coding","cerebral dopamine neurotrophic factor [Source:MGI Symbol;Acc:MGI:3606576]"
"ENSMUST00000214846","Or4c12","protein_coding","olfactory receptor family 4 subfamily C member 12 [Source:MGI Symbol;Acc:MGI:3031093]"
"ENSMUST00000027965","Fam107b","protein_coding","family with sequence similarity 107, member B [Source:MGI Symbol;Acc:MGI:1913790]"
"ENSMUST00000213162","Or4c35","protein_coding_CDS_not_defined","olfactory receptor family 4 subfamily C member 35 [Source:MGI Symbol;Acc:MGI:3031094]"
"ENSMUST00000111512","Or4c35","protein_coding","olfactory receptor family 4 subfamily C member 35 [Source:MGI Symbol;Acc:MGI:3031094]"
"ENSMUST00000185188","Vav2","nonsense_mediated_decay","vav 2 oncogene [Source:MGI Symbol;Acc:MGI:102718]"
"ENSMUST00000056176","Vav2","protein_coding","vav 2 oncogene [Source:MGI Symbol;Acc:MGI:102718]"
"ENSMUST00000146843","Vav2","protein_coding_CDS_not_defined","vav 2 oncogene [Source:MGI Symbol;Acc:MGI:102718]"
"ENSMUST00000080138","Acbd6","protein_coding","acyl-Coenzyme A binding domain containing 6 [Source:MGI Symbol;Acc:MGI:1919732]"
"ENSMUST00000035560","Acbd6","protein_coding","acyl-Coenzyme A binding domain containing 6 [Source:MGI Symbol;Acc:MGI:1919732]"
"ENSMUST00000097529","Acbd6","protein_coding","acyl-Coenzyme A binding domain containing 6 [Source:MGI Symbol;Acc:MGI:1919732]"
"ENSMUST00000110793","Rpap1","protein_coding","RNA polymerase II associated protein 1 [Source:MGI Symbol;Acc:MGI:1916175]"
"ENSMUST00000099529","Rpap1","protein_coding","RNA polymerase II associated protein 1 [Source:MGI Symbol;Acc:MGI:1916175]"
"ENSMUST00000048493","Rpap1","protein_coding","RNA polymerase II associated protein 1 [Source:MGI Symbol;Acc:MGI:1916175]"
"ENSMUST00000136419","Rpap1","nonsense_mediated_decay","RNA polymerase II associated protein 1 [Source:MGI Symbol;Acc:MGI:1916175]"
"ENSMUST00000184294","Rpap1","nonsense_mediated_decay","RNA polymerase II associated protein 1 [Source:MGI Symbol;Acc:MGI:1916175]"
"ENSMUST00000139311","Rpap1","retained_intron","RNA polymerase II associated protein 1 [Source:MGI Symbol;Acc:MGI:1916175]"
"ENSMUST00000156506","Rpap1","retained_intron","RNA polymerase II associated protein 1 [Source:MGI Symbol;Acc:MGI:1916175]"
"ENSMUST00000195719","Gm38331","TEC","predicted gene, 38331 [Source:MGI Symbol;Acc:MGI:5611559]"
"ENSMUST00000187554","Stat4","retained_intron","signal transducer and activator of transcription 4 [Source:MGI Symbol;Acc:MGI:103062]"
"ENSMUST00000210323","Gm31812","lncRNA","predicted gene, 31812 [Source:MGI Symbol;Acc:MGI:5590971]"
"ENSMUST00000195419","Qsox1","retained_intron","quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol;Acc:MGI:1330818]"
"ENSMUST00000035325","Qsox1","protein_coding","quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol;Acc:MGI:1330818]"
"ENSMUST00000111764","Qsox1","protein_coding","quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol;Acc:MGI:1330818]"
"ENSMUST00000194632","Qsox1","protein_coding","quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol;Acc:MGI:1330818]"
"ENSMUST00000140809","Qsox1","retained_intron","quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol;Acc:MGI:1330818]"
"ENSMUST00000180062","Sulf1","protein_coding","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000186051","Sulf1","protein_coding","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000187376","Sulf1","retained_intron","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000088585","Sulf1","protein_coding","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000186405","Sulf1","protein_coding","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000186674","Sulf1","retained_intron","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000189447","Sulf1","retained_intron","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000185780","Sulf1","protein_coding","sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"ENSMUST00000125366","H13","protein_coding","histocompatibility 13 [Source:MGI Symbol;Acc:MGI:95886]"
